,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_response_rate,host_acceptance_rate
15272,4.52,4.76,4.33,5.0,5.0,4.81,4.71,,
15273,,,,,,,,,
15274,4.93,4.99,4.93,4.99,4.94,4.93,4.89,100.0,78.0
15275,4.92,4.89,4.91,4.98,4.98,4.85,4.66,100.0,98.0
15276,4.67,4.83,4.5,5.0,5.0,5.0,4.67,100.0,40.0
15277,4.89,4.95,4.83,4.96,4.97,4.83,4.88,90.0,97.0
15278,5.0,5.0,4.88,5.0,5.0,4.88,5.0,,100.0
15279,4.63,4.75,4.73,4.75,4.75,4.54,4.71,100.0,99.0
15280,4.95,4.95,4.95,5.0,5.0,4.8,4.75,0.0,0.0
15281,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,
15282,,,,,,,,,
15283,4.74,4.84,4.37,4.79,4.95,4.95,4.79,87.0,22.0
15284,,,,,,,,100.0,100.0
15285,4.87,4.84,4.87,4.94,4.84,4.81,4.81,,
15286,4.5,5.0,4.75,5.0,5.0,5.0,4.75,80.0,50.0
15287,,,,,,,,,
15288,5.0,5.0,5.0,5.0,5.0,4.95,5.0,,
15289,4.79,4.78,4.71,4.91,4.86,4.54,4.75,100.0,99.0
15290,4.86,5.0,4.83,5.0,5.0,4.81,4.78,100.0,100.0
15291,4.84,4.95,4.85,4.94,4.8,4.68,4.85,100.0,98.0
15292,4.77,4.91,4.7,5.0,4.95,4.89,4.82,100.0,93.0
15293,,,,,,,,100.0,100.0
15294,4.5,4.72,4.72,4.72,4.69,4.63,4.69,100.0,100.0
15295,5.0,5.0,4.75,4.75,5.0,4.5,4.75,100.0,62.0
15296,4.36,4.55,4.27,4.82,4.55,4.45,4.23,50.0,67.0
15297,4.56,4.72,4.58,4.69,4.71,4.95,4.52,95.0,76.0
15298,5.0,5.0,5.0,5.0,5.0,5.0,4.97,,
15299,4.71,4.9,4.57,4.97,4.97,4.86,4.69,75.0,40.0
15300,,,,,,,,,
15301,4.97,4.99,4.97,4.97,4.97,4.76,4.91,100.0,91.0
15302,,,,,,,,,
15303,4.91,5.0,4.96,4.96,4.96,4.96,4.87,100.0,15.0
15304,3.0,3.0,3.0,4.0,5.0,5.0,4.0,,33.0
15305,4.72,4.87,4.46,4.93,4.95,4.84,4.77,100.0,99.0
15306,,,,,,,,,
15307,4.0,4.5,3.5,5.0,5.0,5.0,4.0,,
15308,4.91,4.93,4.96,4.95,4.98,4.71,4.87,,
15309,5.0,5.0,4.83,5.0,5.0,4.83,5.0,100.0,69.0
15310,4.64,4.73,4.64,4.82,4.86,4.5,4.59,100.0,100.0
15311,4.79,4.9,4.83,4.86,4.88,4.53,4.76,100.0,84.0
15312,0.0,,,,,,,100.0,
15313,4.82,4.84,4.86,4.89,4.78,4.69,4.77,90.0,100.0
15314,4.69,4.77,4.46,4.77,4.85,5.0,4.62,,
15315,4.96,4.96,4.92,4.99,5.0,4.93,4.86,100.0,99.0
15316,4.89,4.96,4.92,4.95,5.0,4.78,4.81,100.0,99.0
15317,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15318,,,,,,,,,
15319,4.73,4.87,4.47,4.93,5.0,4.8,4.73,100.0,100.0
15320,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15321,4.5,5.0,4.0,5.0,5.0,5.0,5.0,100.0,100.0
15322,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
15323,4.8,4.94,4.88,4.9,4.98,4.6,4.79,,
15324,4.92,4.96,4.93,4.97,4.99,4.82,4.86,100.0,94.0
15325,4.84,4.9,4.78,4.99,4.96,4.55,4.84,100.0,95.0
15326,4.83,4.89,4.79,4.89,4.95,4.7,4.82,100.0,98.0
15327,4.82,4.85,4.9,4.92,4.96,4.64,4.82,100.0,88.0
15328,5.0,5.0,4.85,5.0,5.0,4.85,5.0,,
15329,,,,,,,,,
15330,,,,,,,,93.0,10.0
15331,4.89,4.94,4.83,4.94,4.94,4.83,4.67,100.0,97.0
15332,5.0,5.0,4.82,4.91,5.0,5.0,4.82,,
15333,4.89,4.89,4.82,4.82,4.78,4.91,4.8,,
15334,4.83,4.93,4.97,4.95,5.0,4.78,4.78,98.0,94.0
15335,4.75,4.83,4.92,5.0,5.0,5.0,4.92,100.0,97.0
15336,4.82,4.96,4.39,5.0,4.93,4.71,4.82,100.0,71.0
15337,,,,,,,,,
15338,4.55,4.66,4.19,4.69,4.84,4.79,4.53,0.0,0.0
15339,,,,,,,,100.0,100.0
15340,4.79,4.9,4.89,4.95,4.86,4.93,4.73,98.0,94.0
15341,5.0,5.0,5.0,5.0,5.0,5.0,4.81,100.0,100.0
15342,4.43,4.57,4.71,4.57,4.43,4.14,4.86,,
15343,4.92,5.0,4.96,4.96,4.92,4.96,4.96,,
15344,4.53,4.68,4.26,4.6,4.89,4.88,4.49,,
15345,5.0,5.0,4.91,4.91,5.0,4.73,4.91,,
15346,4.94,4.97,4.98,4.98,4.93,4.85,4.91,100.0,100.0
15347,4.92,4.88,4.73,4.81,4.81,4.88,4.88,,
15348,4.67,5.0,5.0,5.0,5.0,4.67,5.0,,0.0
15349,4.33,4.33,4.33,5.0,4.5,5.0,4.5,60.0,84.0
15350,5.0,4.89,4.78,4.89,4.78,4.89,4.78,100.0,100.0
15351,5.0,4.96,4.93,5.0,5.0,4.85,4.98,100.0,100.0
15352,4.76,4.83,4.78,4.94,4.98,4.91,4.81,100.0,94.0
15353,5.0,4.91,4.76,5.0,5.0,4.82,4.85,100.0,92.0
15354,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,
15355,,,,,,,,,
15356,5.0,5.0,4.67,5.0,5.0,5.0,5.0,100.0,0.0
15357,5.0,4.7,5.0,4.9,5.0,4.8,4.8,100.0,100.0
15358,0.0,,,,,,,,
15359,,,,,,,,,
15360,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,
15361,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15362,0.0,,,,,,,,
15363,4.8,5.0,4.4,4.8,5.0,5.0,5.0,100.0,11.0
15364,5.0,5.0,4.83,4.83,5.0,4.83,4.83,,
15365,5.0,5.0,4.78,5.0,5.0,5.0,5.0,100.0,67.0
15366,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15367,5.0,5.0,5.0,5.0,5.0,5.0,4.83,25.0,33.0
15368,4.67,4.69,4.58,4.81,4.84,4.88,4.75,100.0,99.0
15369,4.99,4.99,4.97,4.98,4.98,4.93,4.87,100.0,98.0
15370,5.0,5.0,5.0,5.0,5.0,4.88,5.0,,0.0
15371,4.73,4.88,4.77,4.91,4.98,4.63,4.77,,
15372,,,,,,,,0.0,0.0
15373,4.91,4.85,4.82,4.91,4.82,4.94,4.68,100.0,97.0
15374,5.0,4.97,4.92,4.83,4.92,4.89,4.78,100.0,97.0
15375,5.0,5.0,5.0,5.0,5.0,4.67,4.83,100.0,97.0
15376,5.0,4.8,5.0,4.8,5.0,5.0,4.6,100.0,97.0
15377,4.83,5.0,5.0,5.0,5.0,4.83,4.67,100.0,97.0
15378,4.57,5.0,4.86,5.0,4.57,5.0,4.71,86.0,62.0
15379,,,,,,,,,
15380,5.0,5.0,4.95,4.85,5.0,5.0,4.85,,
15381,4.85,4.88,4.63,4.9,4.91,4.76,4.79,67.0,67.0
15382,4.78,5.0,4.0,5.0,5.0,5.0,4.78,,
15383,4.0,4.75,4.0,4.75,5.0,4.25,3.75,,
15384,4.96,4.98,4.91,4.97,4.97,4.82,4.9,100.0,89.0
15385,4.74,4.9,4.68,4.87,4.91,4.93,4.78,100.0,100.0
15386,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15387,3.25,4.25,3.75,4.25,3.5,4.5,3.75,100.0,71.0
15388,4.89,4.98,4.84,4.95,4.95,5.0,4.85,100.0,50.0
15389,4.0,4.25,4.25,5.0,4.5,5.0,3.75,93.0,99.0
15390,4.7,4.74,4.78,4.74,4.85,4.74,4.67,,
15391,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,
15392,4.88,4.93,4.91,4.99,4.99,4.75,4.93,90.0,76.0
15393,4.92,4.98,4.94,4.94,4.98,4.84,4.84,100.0,99.0
15394,,,,,,,,,
15395,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15396,4.58,4.53,4.47,4.74,4.68,4.85,4.43,86.0,100.0
15397,4.45,4.78,4.39,4.91,4.6,4.66,4.46,100.0,93.0
15398,4.51,4.6,4.61,4.59,4.69,4.14,4.53,,97.0
15399,,,,,,,,,
15400,5.0,5.0,4.33,5.0,5.0,4.33,5.0,,
15401,,,,,,,,,40.0
15402,,,,,,,,,
15403,4.89,4.89,4.89,5.0,5.0,4.53,4.79,100.0,100.0
15404,4.17,3.83,4.33,4.17,4.17,4.17,3.83,,
15405,4.96,4.96,4.88,4.88,4.96,4.92,4.88,100.0,50.0
15406,,,,,,,,,
15407,4.75,5.0,4.5,5.0,5.0,5.0,5.0,,100.0
15408,5.0,5.0,5.0,5.0,5.0,5.0,5.0,88.0,55.0
15409,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,
15410,4.36,4.45,4.27,4.55,4.36,4.45,4.18,100.0,29.0
15411,3.86,3.71,4.14,3.71,4.0,4.43,3.57,100.0,29.0
15412,4.5,5.0,4.5,4.0,4.5,5.0,5.0,,
15413,4.66,4.79,4.28,4.97,4.96,4.75,4.82,,
15414,4.6,4.8,5.0,4.8,5.0,5.0,4.8,,
15415,,,,,,,,100.0,
15416,4.92,4.98,4.94,4.98,4.96,4.92,5.0,100.0,79.0
15417,4.79,4.93,4.9,4.88,4.9,4.98,4.93,,
15418,4.0,4.0,3.0,5.0,5.0,5.0,4.0,,0.0
15419,4.06,4.06,4.5,4.38,4.23,4.62,4.06,,0.0
15420,4.67,4.86,4.0,4.93,4.95,4.6,4.79,100.0,100.0
15421,5.0,5.0,4.5,5.0,5.0,5.0,5.0,100.0,89.0
15422,4.67,4.33,4.33,4.33,4.67,4.67,4.67,,
15423,4.0,4.5,4.0,5.0,5.0,4.0,4.0,100.0,89.0
15424,4.75,5.0,4.75,5.0,5.0,5.0,4.75,,42.0
15425,4.66,4.75,4.84,4.81,4.72,4.79,4.74,100.0,90.0
15426,4.85,4.94,4.94,4.95,4.91,4.83,4.83,,
15427,4.89,5.0,4.89,5.0,5.0,5.0,4.89,,
15428,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,
15429,4.71,4.71,4.57,4.71,4.71,4.71,4.71,,
15430,4.83,4.97,4.57,4.98,4.95,4.9,4.84,,100.0
15431,4.0,5.0,2.0,5.0,5.0,5.0,5.0,90.0,96.0
15432,5.0,5.0,4.6,5.0,5.0,4.8,5.0,,
15433,4.74,4.8,4.83,4.91,4.82,4.51,4.74,100.0,100.0
15434,4.89,4.89,4.71,5.0,5.0,4.89,4.87,100.0,75.0
15435,4.87,4.87,4.84,4.93,4.94,4.86,4.83,100.0,99.0
15436,4.26,4.58,4.31,4.71,4.71,4.46,4.32,100.0,77.0
15437,4.54,4.72,4.52,4.91,4.81,4.55,4.63,100.0,100.0
15438,4.67,5.0,4.0,3.67,5.0,5.0,4.0,,
15439,,,,,,,,,
15440,4.87,4.93,4.57,4.93,4.99,4.97,4.85,50.0,0.0
15441,4.97,4.97,4.93,4.93,4.97,4.8,4.83,,0.0
15442,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15443,4.5,4.75,4.75,5.0,4.75,5.0,4.25,93.0,99.0
15444,5.0,5.0,4.86,4.71,5.0,5.0,5.0,,100.0
15445,4.5,4.5,4.33,4.5,5.0,4.67,4.5,,
15446,4.0,5.0,3.0,5.0,5.0,4.0,4.0,,
15447,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15448,4.94,4.92,4.89,4.97,4.95,4.83,4.78,93.0,89.0
15449,,,,,,,,,
15450,4.29,4.71,4.57,4.86,4.71,4.43,4.43,,
15451,5.0,5.0,4.0,5.0,5.0,5.0,5.0,100.0,85.0
15452,4.76,4.94,4.88,4.94,5.0,4.76,4.88,100.0,97.0
15453,4.79,4.84,4.79,4.95,4.98,4.6,4.79,100.0,97.0
15454,4.5,4.5,4.5,5.0,5.0,5.0,4.5,,
15455,5.0,5.0,5.0,5.0,5.0,4.67,4.83,86.0,99.0
15456,4.92,4.92,5.0,4.95,5.0,4.73,4.97,100.0,67.0
15457,4.8,4.96,4.44,4.92,4.88,4.48,4.72,,100.0
15458,4.83,4.95,4.7,5.0,5.0,4.63,4.88,,100.0
15459,4.31,4.38,4.4,4.29,4.4,4.12,4.29,92.0,93.0
15460,4.9,4.96,4.92,4.96,4.97,4.88,4.86,100.0,81.0
15461,4.22,4.61,3.67,4.78,4.78,4.17,4.56,,
15462,2.0,1.0,2.0,2.0,5.0,4.0,3.0,,
15463,4.67,5.0,4.0,5.0,5.0,5.0,5.0,,
15464,4.73,4.87,4.47,4.93,5.0,4.93,4.87,,86.0
15465,4.83,4.93,4.6,4.88,5.0,4.98,4.83,,
15466,,,,,,,,100.0,62.0
15467,5.0,5.0,4.75,5.0,5.0,5.0,4.5,,100.0
15468,4.67,4.83,4.83,4.83,5.0,5.0,5.0,,
15469,4.64,4.86,4.86,4.9,4.93,4.95,4.62,,
15470,4.5,4.75,4.25,4.75,4.75,5.0,5.0,,
15471,3.67,3.67,3.67,4.33,5.0,3.67,3.67,100.0,100.0
15472,4.94,5.0,4.94,5.0,4.94,4.71,5.0,,
15473,5.0,4.83,4.67,4.83,4.83,4.83,4.67,,
15474,5.0,5.0,4.86,5.0,5.0,5.0,4.86,,
15475,,,,,,,,,25.0
15476,4.77,4.69,4.69,5.0,5.0,5.0,4.62,,
15477,4.75,4.84,4.66,4.98,4.97,4.93,4.64,,
15478,4.9,4.97,4.96,4.92,5.0,4.78,4.86,100.0,98.0
15479,5.0,5.0,4.75,5.0,5.0,5.0,4.75,,
15480,4.5,5.0,4.0,5.0,3.0,5.0,4.5,,
15481,4.83,4.88,4.86,4.93,4.95,4.69,4.79,100.0,100.0
15482,4.72,4.85,4.67,4.9,4.93,4.88,4.78,100.0,100.0
15483,4.84,4.89,4.89,4.96,4.9,4.69,4.81,100.0,98.0
15484,4.96,4.86,4.89,4.75,5.0,4.96,4.74,100.0,97.0
15485,4.33,4.33,4.0,5.0,5.0,4.67,4.67,,
15486,3.86,4.0,4.0,4.43,4.43,4.71,4.29,100.0,100.0
15487,4.85,4.83,4.78,4.88,4.83,4.64,4.78,100.0,98.0
15488,5.0,5.0,4.56,5.0,5.0,4.89,4.78,100.0,87.0
15489,4.96,4.98,5.0,4.9,4.94,4.92,4.86,100.0,80.0
15490,5.0,4.67,5.0,5.0,5.0,4.67,5.0,,
15491,4.96,4.94,4.98,4.99,4.98,4.76,4.87,100.0,96.0
15492,5.0,5.0,5.0,4.57,5.0,4.57,5.0,,
15493,5.0,5.0,4.25,5.0,4.75,5.0,5.0,,
15494,5.0,4.93,4.77,4.83,4.97,4.9,4.8,100.0,97.0
15495,5.0,5.0,4.92,5.0,5.0,4.92,4.83,100.0,100.0
15496,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
15497,5.0,4.91,4.96,5.0,5.0,4.96,4.96,,
15498,4.6,4.75,4.6,4.85,4.7,4.9,4.65,67.0,83.0
15499,4.5,4.83,4.67,4.5,4.67,4.67,4.67,,
15500,4.95,4.95,4.79,5.0,5.0,4.53,4.89,,
15501,5.0,5.0,4.83,5.0,5.0,5.0,5.0,,
15502,4.5,5.0,4.0,5.0,5.0,4.75,5.0,,
15503,0.0,,,,,,,,
15504,4.8,4.86,4.84,4.92,4.98,4.95,4.72,100.0,99.0
15505,4.67,4.67,4.33,4.83,4.83,4.83,4.5,,
15506,,,,,,,,,
15507,5.0,5.0,4.8,5.0,5.0,4.6,5.0,,
15508,4.86,4.86,4.86,5.0,5.0,5.0,4.86,,
15509,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,95.0
15510,,,,,,,,,100.0
15511,4.57,5.0,4.86,4.86,4.43,4.86,4.86,100.0,56.0
15512,4.51,4.68,4.66,4.76,4.69,4.17,4.49,100.0,100.0
15513,4.86,4.94,4.84,4.96,4.96,4.86,4.88,100.0,81.0
15514,4.74,4.86,4.59,4.91,4.91,4.79,4.78,84.0,88.0
15515,4.73,4.89,4.75,4.93,4.92,4.88,4.82,100.0,81.0
15516,4.71,4.71,5.0,5.0,5.0,4.29,5.0,100.0,94.0
15517,4.84,4.87,4.75,4.88,4.9,4.87,4.88,100.0,98.0
15518,5.0,5.0,4.17,4.83,5.0,5.0,5.0,100.0,98.0
15519,5.0,5.0,5.0,5.0,5.0,4.71,4.86,,
15520,3.5,4.5,2.5,5.0,3.5,5.0,4.5,,
15521,4.94,5.0,5.0,5.0,5.0,4.94,4.83,,
15522,4.69,4.73,4.54,4.77,4.77,4.8,4.66,,
15523,4.76,4.79,4.72,4.83,4.82,4.74,4.68,,
15524,4.86,4.9,4.88,4.93,4.94,4.85,4.85,84.0,96.0
15525,5.0,5.0,5.0,5.0,5.0,4.75,5.0,75.0,57.0
15526,4.3,4.36,4.53,4.46,4.55,4.47,4.21,100.0,100.0
15527,2.5,3.5,4.0,4.5,3.0,4.0,3.0,,
15528,4.33,4.67,3.67,4.67,5.0,5.0,4.33,,
15529,,,,,,,,93.0,88.0
15530,,,,,,,,,
15531,4.74,4.73,4.61,4.87,4.89,4.79,4.71,91.0,95.0
15532,5.0,5.0,5.0,5.0,5.0,5.0,5.0,90.0,0.0
15533,5.0,4.95,4.95,5.0,4.95,4.89,4.95,100.0,97.0
15534,5.0,5.0,5.0,5.0,4.94,4.94,5.0,100.0,97.0
15535,4.62,4.55,4.66,4.55,4.72,4.52,4.45,100.0,100.0
15536,4.94,4.94,4.72,4.89,5.0,4.72,4.94,67.0,33.0
15537,5.0,4.5,5.0,5.0,5.0,5.0,5.0,,
15538,4.78,4.94,4.54,4.91,4.89,4.51,4.63,13.0,68.0
15539,0.0,,,,,,,,
15540,4.83,4.94,4.89,4.94,4.78,5.0,4.83,90.0,69.0
15541,5.0,5.0,5.0,5.0,5.0,4.43,5.0,100.0,92.0
15542,4.75,5.0,4.25,5.0,5.0,5.0,4.75,93.0,99.0
15543,5.0,4.88,4.88,4.88,4.88,5.0,4.75,,
15544,4.66,4.65,4.48,4.9,4.85,4.75,4.61,100.0,99.0
15545,4.67,4.67,5.0,5.0,5.0,5.0,4.0,67.0,56.0
15546,4.6,4.6,4.6,4.6,4.6,4.2,4.2,,
15547,,,,,,,,,
15548,4.82,4.94,4.76,4.91,4.88,4.39,4.79,100.0,69.0
15549,5.0,4.83,5.0,4.83,5.0,5.0,4.67,,
15550,4.78,4.89,4.44,4.93,4.93,4.93,4.78,,
15551,4.56,4.56,4.67,4.78,4.44,4.44,4.44,100.0,82.0
15552,4.34,4.47,4.28,4.68,4.71,4.57,4.32,,
15553,4.82,4.9,4.85,4.9,4.94,4.76,4.76,100.0,98.0
15554,4.91,4.95,4.8,4.96,4.86,4.86,4.8,100.0,81.0
15555,5.0,5.0,4.83,4.83,5.0,5.0,5.0,,
15556,4.55,4.27,4.45,4.82,5.0,4.64,4.27,100.0,99.0
15557,4.99,4.98,4.97,4.99,4.99,4.78,4.9,100.0,91.0
15558,5.0,5.0,4.73,4.91,5.0,4.91,4.82,,
15559,4.89,4.86,4.46,4.94,4.89,4.8,4.74,30.0,9.0
15560,3.67,4.33,4.67,4.33,4.67,5.0,4.0,,
15561,4.6,4.9,4.75,4.55,4.7,5.0,4.65,100.0,100.0
15562,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,11.0
15563,4.73,4.8,4.8,4.92,4.95,4.92,4.74,87.0,85.0
15564,4.56,4.81,4.63,4.5,4.38,4.94,4.56,,100.0
15565,4.74,4.82,4.76,4.86,4.91,4.89,4.77,100.0,100.0
15566,4.67,4.67,3.67,4.0,4.67,4.67,4.67,,
15567,4.95,4.9,4.76,4.95,4.9,4.95,4.95,,
15568,4.33,5.0,3.67,5.0,5.0,4.67,4.33,,
15569,4.47,4.46,4.75,4.81,4.68,4.93,4.51,100.0,25.0
15570,4.88,4.85,4.77,4.85,4.96,5.0,4.69,100.0,80.0
15571,4.93,4.88,4.98,4.95,4.97,5.0,4.9,,
15572,4.67,4.79,4.42,4.75,4.92,4.5,4.67,,75.0
15573,0.0,,,,,,,,
15574,4.9,4.96,4.93,4.91,4.97,4.94,4.77,100.0,93.0
15575,4.8,4.8,4.7,4.9,5.0,5.0,5.0,,
15576,4.6,4.45,4.5,4.9,4.75,4.95,4.5,100.0,100.0
15577,4.96,4.97,4.97,4.99,4.96,4.87,4.87,,100.0
15578,4.74,4.82,4.94,4.94,4.91,4.76,4.71,100.0,100.0
15579,4.5,5.0,4.5,5.0,5.0,5.0,5.0,,
15580,,,,,,,,,
15581,4.87,4.87,4.74,4.91,4.96,4.91,4.87,100.0,90.0
15582,4.69,4.62,4.64,4.9,4.98,4.74,4.52,100.0,90.0
15583,5.0,5.0,4.98,5.0,5.0,4.88,4.93,100.0,100.0
15584,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,
15585,4.78,4.91,4.87,4.96,4.96,4.82,4.65,100.0,97.0
15586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15587,4.76,4.91,4.86,4.86,4.93,4.55,4.77,92.0,89.0
15588,,,,,,,,,
15589,4.97,4.97,4.99,4.99,5.0,4.87,4.96,100.0,91.0
15590,4.0,3.0,4.0,4.5,4.0,5.0,4.0,93.0,99.0
15591,4.72,4.85,4.56,4.87,4.9,4.67,4.64,90.0,100.0
15592,4.8,4.87,4.73,5.0,5.0,4.73,4.93,100.0,98.0
15593,4.38,4.58,4.31,4.81,4.73,4.62,4.65,,
15594,4.79,4.95,4.84,4.95,5.0,5.0,4.74,,
15595,4.12,4.45,4.51,3.94,4.12,4.84,4.12,,100.0
15596,4.86,4.86,4.93,5.0,4.93,4.43,4.57,100.0,91.0
15597,4.83,4.83,4.42,4.58,4.75,4.83,4.17,99.0,86.0
15598,5.0,5.0,5.0,5.0,5.0,5.0,5.0,99.0,86.0
15599,5.0,5.0,4.85,4.92,5.0,4.92,4.69,99.0,86.0
15600,4.67,5.0,4.78,4.78,4.56,5.0,4.78,99.0,86.0
15601,3.0,2.5,3.0,3.0,4.0,4.5,3.0,94.0,91.0
15602,3.91,3.64,4.18,4.73,4.55,4.73,4.09,,100.0
15603,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,100.0
15604,5.0,4.97,4.87,5.0,5.0,4.77,4.9,100.0,93.0
15605,4.9,4.9,4.9,4.97,4.9,4.9,4.87,100.0,100.0
15606,4.9,4.94,4.91,4.97,4.96,4.87,4.92,100.0,96.0
15607,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15608,4.87,4.87,4.74,4.93,4.87,4.96,4.8,100.0,92.0
15609,4.95,4.96,4.89,4.93,4.98,4.84,4.75,100.0,100.0
15610,2.0,3.0,4.0,3.0,2.0,4.0,2.0,100.0,98.0
15611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15612,5.0,5.0,5.0,5.0,4.92,5.0,4.85,100.0,59.0
15613,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50.0,40.0
15614,4.75,4.75,4.83,4.92,4.96,5.0,4.92,100.0,75.0
15615,4.85,4.92,4.9,4.96,4.94,4.62,4.81,100.0,100.0
15616,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15617,,,,,,,,,
15618,4.94,4.94,4.94,5.0,5.0,4.88,5.0,,67.0
15619,4.93,5.0,4.86,5.0,5.0,4.79,4.93,,
15620,4.8,5.0,4.8,4.6,5.0,5.0,4.6,,
15621,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,
15622,,,,,,,,,
15623,4.75,5.0,4.75,5.0,5.0,4.75,5.0,,
15624,4.83,5.0,4.67,4.92,4.92,4.83,4.75,,
15625,4.6,4.73,4.7,4.9,4.8,4.77,4.77,100.0,98.0
15626,4.56,4.68,4.48,4.6,4.76,4.92,4.48,,
15627,4.9,5.0,4.7,5.0,5.0,4.5,4.8,,
15628,4.88,4.88,4.76,4.59,4.88,4.94,4.82,,
15629,4.94,5.0,4.81,5.0,5.0,4.94,5.0,100.0,50.0
15630,4.92,4.83,4.75,4.92,5.0,4.92,4.75,,
15631,4.86,5.0,4.43,5.0,5.0,4.86,4.86,100.0,50.0
15632,,,,,,,,,
15633,4.4,4.6,4.47,4.6,4.73,4.8,4.47,0.0,0.0
15634,4.96,4.94,4.95,4.98,4.98,4.9,4.92,91.0,92.0
15635,4.99,4.98,4.98,4.99,5.0,4.65,4.89,100.0,75.0
15636,4.71,4.86,4.57,4.86,5.0,4.86,4.57,89.0,39.0
15637,4.52,4.77,4.54,4.86,4.81,4.54,4.61,,
15638,4.77,4.79,4.88,4.84,4.88,4.61,4.78,100.0,99.0
15639,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
15640,4.7,4.8,5.0,4.75,4.55,4.7,4.7,100.0,
15641,5.0,4.87,4.87,5.0,5.0,4.93,5.0,,
15642,4.79,4.88,4.57,4.95,4.86,4.77,4.74,100.0,100.0
15643,4.83,4.92,5.0,4.92,4.92,4.83,4.83,,
15644,4.57,4.67,4.31,4.86,4.88,4.79,4.6,100.0,73.0
15645,5.0,5.0,5.0,4.83,5.0,5.0,5.0,,
15646,4.7,4.95,4.7,4.88,4.7,4.78,4.7,78.0,100.0
15647,4.82,4.92,4.7,4.92,4.97,4.93,4.85,100.0,100.0
15648,,,,,,,,,
15649,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,
15650,5.0,4.98,4.99,4.97,5.0,4.97,4.97,100.0,97.0
15651,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,
15652,5.0,4.67,5.0,5.0,4.67,5.0,4.67,,
15653,4.96,4.98,4.98,4.99,5.0,4.93,4.84,100.0,100.0
15654,4.92,4.92,4.99,4.97,4.96,4.85,4.83,100.0,100.0
15655,4.9,4.97,4.93,4.93,5.0,4.86,4.9,100.0,63.0
15656,4.6,4.55,4.45,4.55,4.8,4.95,4.45,93.0,66.0
15657,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,
15658,4.61,4.73,4.31,4.94,4.9,4.94,4.57,90.0,99.0
15659,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0
15660,4.5,4.0,4.5,5.0,5.0,5.0,4.5,68.0,40.0
15661,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0.0
15662,4.83,4.83,4.87,4.78,4.78,4.43,4.83,100.0,100.0
15663,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,
15664,4.72,4.79,4.72,4.98,4.97,4.95,4.74,100.0,96.0
15665,,,,,,,,100.0,0.0
15666,4.92,4.98,4.98,4.98,5.0,4.79,4.94,100.0,97.0
15667,4.71,5.0,4.57,4.43,5.0,5.0,4.71,100.0,0.0
15668,4.0,4.5,3.5,4.0,4.5,4.5,4.0,,
15669,4.89,4.92,4.85,4.91,4.88,4.82,4.92,100.0,89.0
15670,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,
15671,4.68,4.76,4.58,4.76,4.72,4.88,4.5,100.0,97.0
15672,4.28,4.52,4.31,4.76,4.55,4.76,4.48,100.0,91.0
15673,4.73,4.71,4.63,4.82,4.81,4.81,4.58,100.0,99.0
15674,3.0,4.0,4.5,4.5,1.0,5.0,4.5,,
15675,5.0,5.0,5.0,4.5,5.0,5.0,5.0,,
15676,4.75,4.73,4.48,4.83,4.88,4.63,4.68,100.0,79.0
15677,3.67,4.0,3.67,5.0,4.0,4.67,3.67,,100.0
15678,5.0,5.0,5.0,5.0,4.83,4.83,4.83,,
15679,4.63,4.88,4.88,5.0,5.0,5.0,4.75,97.0,91.0
